"muniYear","IM","POB_TOT"
"25010_1993",-0.360856650947489,88516
"25017_1993",NA,89364
"25015_1993",-1.3205088521084,70165
"25009_1993",-1.08404777441059,48024
"25008_1993",-0.59111894343948,32757
"25014_1993",-0.815046815115552,48502
"25013_1993",-0.174209953228917,51885
"25002_1993",-0.926341706266477,47186
"25003_1993",0.746824846172473,39358
"25007_1993",0.210700312743755,31967
"25004_1993",-0.780587010772327,27186
"25016_1993",-0.268279341744187,25852
"25005_1993",0.429050236785074,17372
"26030_1993",-1.8024376518755,512158
"26018_1993",-1.47079761815263,331292
"26043_1993",-1.68667866613274,122613
"26055_1993",-1.687638382541,123588
"26042_1993",-0.996844054385002,130336
"26029_1993",-1.30834048838764,132384
"26017_1993",-1.25033750077351,62369
"26002_1993",-1.65645428544198,48665
"26033_1993",-0.578490125004887,73381
"26026_1993",-0.314254795933391,77296
"26048_1993",-1.69573764536908,26950
"26025_1993",-1.29381067471308,47554
"26019_1993",-2.22345651588854,28337
"26036_1993",-1.73241206603718,21326
"26003_1993",NA,25869
"26012_1993",-0.622007554101087,20992
"26071_1993",NA,NA
"26070_1993",-1.30480568138222,10080
"26058_1993",-1.65204846932822,13119
"26072_1993",NA,NA
"26041_1993",-2.08319575862974,13776
"26035_1993",-1.33967178069348,8322
"26066_1993",-1.40213974645355,10180
"26004_1993",-1.01708071118302,6855
"26047_1993",-1.48706240795908,8450
"26056_1993",-0.692906298393209,3403
"26027_1993",-1.51146800754417,6535
"26052_1993",-0.999963966034804,7161
"26023_1993",-1.78892844163774,6755
"26039_1993",-1.60732080670001,4803
"26051_1993",-0.15139867390032,6027
"26016_1993",-1.67358626093872,6046
"26069_1993",-0.161708233092475,5706
"26020_1993",-1.1126514818296,4825
"26038_1993",-1.6975299563878,4035
"26014_1993",-1.31547661069433,3804
"26006_1993",-1.08402600568308,3725
"26049_1993",0.0871654594875702,3623
"26045_1993",-0.990887513545655,3155
"26063_1993",-1.78489388314143,2046
"26001_1993",-1.2253571557897,2300
"26060_1993",-1.24932835385501,2215
"26040_1993",-0.882583624454915,2455
"26021_1993",-1.03423362461991,2438
"26067_1993",-1.35888610460918,2062
"26064_1993",-1.26060706135457,1981
"26061_1993",-1.02518906062703,1972
"26059_1993",-1.42949084350501,1434
"26065_1993",-0.96228421386053,1872
"26057_1993",-1.01530763129734,1886
"26050_1993",-1.36505270908374,1751
"26037_1993",-1.55076943002265,1764
"26010_1993",-0.875877263843003,1627
"26005_1993",-1.09780421961421,1635
"26015_1993",-1.30153063299038,1530
"26013_1993",-1.30863118796582,1640
"26068_1993",-1.12367576648218,1695
"26011_1993",-1.39726889174949,1652
"26031_1993",-1.13877684956005,1371
"26008_1993",-1.14146564573027,1426
"26009_1993",-0.845377759458393,1280
"26062_1993",-1.24052582478541,1279
"26028_1993",-1.79109211078331,1271
"26034_1993",-1.50555759744119,1182
"26032_1993",-1.65508244572137,1048
"26022_1993",-0.688196136462443,960
"26024_1993",-1.27241596967992,843
"26007_1993",-1.45142432248691,785
"26054_1993",-1.37900167488072,333
"26044_1993",-0.597937996044164,509
"26053_1993",-1.63368250341554,429
"26046_1993",-1.52143499495047,419
"27004_1993",-1.54627589440807,432222
"27002_1993",-0.738829088709704,191277
"27005_1993",-0.373466891482386,150131
"27008_1993",0.0447612663552744,146704
"27012_1993",-0.554913920180937,115498
"27006_1993",-0.28538490524734,92711
"27013_1993",-0.623304522716163,60589
"27003_1993",-0.113903005722184,74455
"27014_1993",-1.03994628106139,62429
"27010_1993",-0.392230636649197,61371
"27001_1993",-0.189016062127847,52124
"27017_1993",-0.360151809249562,52177
"27016_1993",-0.822908494097358,39644
"27015_1993",-0.103616637210397,35840
"27009_1993",-0.283966149738187,30114
"27007_1993",-1.08811679804483,24144
"27011_1993",0.212171959399061,23635
"28032_1993",-1.52116116461374,314144
"28022_1993",-1.4639504214955,338095
"28027_1993",-1.62681600777479,251307
"28041_1993",-1.37515365501927,228851
"28038_1993",-1.82356998548554,276419
"28003_1993",-0.477796528080597,100108
"28009_1993",-2.01963530835222,166703
"28033_1993",-1.03207521883459,97777
"28021_1993",-0.910171872499577,116340
"28040_1993",-1.07468807668219,53658
"28035_1993",-0.312666329095266,55772
"28012_1993",NA,42409
"28039_1993",0.0793003694790775,28386
"28002_1993",-0.142934856439594,27565
"28025_1993",-1.70201414583462,21964
"28016_1993",NA,26306
"28037_1993",-0.0665987596548085,23074
"28043_1993",-0.474953798635944,22926
"28019_1993",NA,19197
"28015_1993",-1.2166721005669,16466
"28007_1993",-1.28971808566625,15202
"28013_1993",NA,15606
"28001_1993",-0.810313948831609,14623
"28017_1993",NA,13078
"28029_1993",0.249763932525639,14361
"28030_1993",-0.456523919909545,14370
"28034_1993",0.397850682448659,10445
"28004_1993",0.283238648784557,9928
"28011_1993",0.257738047922684,8956
"28018_1993",-0.701788587638278,8358
"28006_1993",0.681707896619788,8123
"28042_1993",0.188067024799077,7649
"28024_1993",-1.65821144033494,6260
"28005_1993",0.166563327495943,6117
"28023_1993",NA,5036
"28008_1993",0.516415308323145,4907
"28014_1993",-1.46379967214604,4201
"28026_1993",0.384118177974115,3471
"28028_1993",0.149200990789796,3205
"28020_1993",NA,3229
"28010_1993",NA,2265
"28031_1993",-0.0225508804725904,1909
"28036_1993",0.826175884490089,1061
"29033_1993",-1.72159858650731,57894
"29013_1993",-0.799851129397024,56158
"29005_1993",-1.67371133900822,58018
"29025_1993",-0.764584078162385,45584
"29010_1993",-1.15717842531818,56272
"29006_1993",-1.15152567069297,32408
"29044_1993",-1.09743929848303,32873
"29034_1993",-0.387335850745879,29239
"29018_1993",-0.381011104158839,24902
"29015_1993",-0.695721949769507,29524
"29043_1993",-0.80247485145625,15084
"29031_1993",-0.753474699724998,17877
"29041_1993",-1.19142655647812,18783
"29024_1993",-1.03343626350144,19575
"29023_1993",-0.762773352704948,20735
"29028_1993",-0.554220101272457,15087
"29039_1993",-0.720541919591391,14661
"29036_1993",-1.54238087998743,15057
"29019_1993",-0.935760234717205,12133
"29026_1993",-0.86319806625414,11207
"29048_1993",NA,NA
"29021_1993",-0.995680436674352,13816
"29007_1993",-0.0879681117455675,10942
"29004_1993",-0.0849260635843792,12260
"29029_1993",-0.626157369272764,11336
"29038_1993",-0.366554149672911,8585
"29032_1993",-0.947841678399416,12173
"29008_1993",-0.541731028823147,9461
"29002_1993",-1.4720236419887,10088
"29030_1993",NA,11669
"29014_1993",-0.549264088006209,11854
"29042_1993",-1.16654078737057,9105
"29027_1993",-1.02387623606732,9658
"29001_1993",-1.11339670515799,6733
"29050_1993",NA,NA
"29017_1993",-0.725620553177908,6951
"29040_1993",-0.222356630953226,7604
"29020_1993",-0.648393345620816,7779
"29037_1993",-0.301422837201732,7995
"29058_1993",NA,NA
"29012_1993",-0.215489932098176,6627
"29056_1993",NA,NA
"29053_1993",NA,NA
"29059_1993",NA,NA
"29016_1993",-0.861417247278338,5557
"29022_1993",-0.723730079801168,5189
"29003_1993",-0.296908293551688,4497
"29045_1993",NA,NA
"29052_1993",NA,NA
"29035_1993",-0.650946986581037,4012
"29054_1993",NA,NA
"29049_1993",NA,NA
"29009_1993",-0.496421436853025,3669
"29060_1993",NA,NA
"29011_1993",-0.676788249883825,3470
"29046_1993",NA,NA
"29057_1993",NA,NA
"29051_1993",NA,NA
"29055_1993",NA,NA
"29047_1993",NA,NA
"30193_1993",-1.73311751306121,383522
"30087_1993",-1.65912571053348,316464
"30039_1993",-1.36719024741655,248373
"30044_1993",-1.1824927754932,161184
"30108_1993",-0.86788275794929,199955
"30131_1993",-1.56123580689591,153441
"30124_1993",0.358875091077813,165775
"30141_1993",0.376015591508958,132164
"30189_1993",-0.467947980012069,123900
"30028_1993",-1.66565007501122,138778
"30048_1993",-0.173644537946878,56853
"30118_1993",-1.7771219492231,114341
"30102_1993",-0.519826927955906,109250
"30174_1993",-0.171540177237891,88183
"30160_1993",0.324146498245295,104082
"30155_1993",1.26047186055167,87782
"30123_1993",NA,91088
"30175_1993",0.28233678327297,79889
"30038_1993",-0.951500723683156,66839
"30003_1993",-0.254173357241148,75585
"30061_1993",0.315993670632531,75965
"30045_1993",-0.979245333077518,78594
"30065_1993",-0.593285354706852,38743
"30105_1993",-0.136079718540968,31368
"30128_1993",-0.482925730904338,48567
"30085_1993",-0.552469422917077,48983
"30068_1993",-0.834373099885312,40434
"30010_1993",0.674519131790916,47952
"30109_1993",NA,59172
"30183_1993",-0.312449615741339,47540
"30071_1993",-0.1554336633016,39903
"30058_1993",1.06344646963458,60430
"30047_1993",0.70783115281413,36541
"30133_1993",-0.50923360424755,46926
"30143_1993",0.733857070131292,53283
"30173_1993",0.967792088664908,50810
"30040_1993",-0.407724738268009,35805
"30083_1993",1.58536767116996,46990
"30011_1993",-0.61565892799288,48709
"30130_1993",0.735315731716023,51460
"30023_1993",1.15871854717945,46013
"30032_1993",-0.0525480870672379,42787
"30204_1993",-1.19007769950857,46734
"30207_1993",-0.256995074451113,44710
"30014_1993",0.109008946863924,35177
"30086_1993",0.692149732376051,27560
"30201_1993",1.6153034723067,35090
"30004_1993",-0.477146320799534,41342
"30077_1993",-0.13382659152325,34547
"30073_1993",0.421282412103,39533
"30030_1993",-1.27032253669047,36700
"30138_1993",-1.6183738612388,38390
"30089_1993",-0.749495925366082,39492
"30094_1993",0.16697059336172,34052
"30092_1993",-0.263778871243688,25917
"30115_1993",-1.0288894015701,29419
"30181_1993",0.296521186425548,36356
"30101_1993",-0.115646035360423,22975
"30161_1993",0.934282966250433,35294
"30149_1993",1.61749334708675,26454
"30015_1993",-0.0490937376222145,34078
"30142_1993",0.517160918308382,33394
"30026_1993",-0.51471563447924,28521
"30126_1993",-0.5484077531231,29717
"30144_1993",0.286235395919724,27900
"30125_1993",0.153108577522134,24366
"30191_1993",-1.41121684855812,27888
"30206_1993",-1.92286948410968,26998
"30211_1993",NA,NA
"30151_1993",0.598725016723309,28258
"30210_1993",NA,NA
"30091_1993",0.635612688832712,28567
"30009_1993",-0.434946979029953,27168
"30013_1993",-0.863868903187896,27056
"30069_1993",-0.121508531435966,27972
"30034_1993",-1.32629914023536,27493
"30053_1993",-0.541167975293795,22342
"30148_1993",0.224017994850265,27180
"30066_1993",1.35416613722349,24416
"30016_1993",-1.34918717714067,22719
"30127_1993",1.48793889683927,13547
"30025_1993",1.17073643060383,19863
"30159_1993",2.93897608407564,14420
"30121_1993",0.591616141606357,25984
"30070_1993",0.998313309006996,25084
"30158_1993",0.592296537982136,25543
"30169_1993",0.428491535769762,24859
"30081_1993",0.722797955298865,8194
"30033_1993",0.991642150857069,24034
"30208_1993",NA,NA
"30117_1993",0.425038335716839,21397
"30021_1993",-0.59373794814303,22931
"30100_1993",NA,20066
"30147_1993",1.89159486474341,13840
"30135_1993",0.445568506909003,12028
"30080_1993",0.801778159684298,17667
"30006_1993",0.812112152094786,15208
"30104_1993",1.32278184872913,20887
"30051_1993",1.49322802686361,20063
"30134_1993",-0.413017738057528,18684
"30112_1993",-0.544596826551153,16410
"30205_1993",NA,21128
"30072_1993",0.971672747907402,18554
"30022_1993",0.494794849759946,14761
"30062_1993",0.326373066153388,13593
"30049_1993",0.60716165494117,17540
"30172_1993",0.350498005947022,19304
"30097_1993",-1.48008013544173,20690
"30192_1993",-0.648719683987904,18881
"30157_1993",0.797620645838183,19087
"30043_1993",1.17147027419534,14536
"30132_1993",-0.146099214978297,12660
"30075_1993",0.486531882523508,18561
"30095_1993",0.437201725397634,18180
"30182_1993",0.315607562935901,8522
"30067_1993",2.04797628504298,9232
"30129_1993",0.65726021770573,18003
"30099_1993",0.259607851548738,13469
"30111_1993",-0.255632910102764,17616
"30196_1993",-0.381967610087796,16855
"30027_1993",1.4253881041121,15111
"30122_1993",1.2117719263336,12390
"30188_1993",0.29617920984576,13709
"30031_1993",1.61432684514485,13174
"30050_1993",1.70336560223349,14055
"30060_1993",0.807947198407023,14409
"30116_1993",-0.434786004566469,12680
"30093_1993",-0.350414711886262,12247
"30164_1993",-0.435943236763957,13641
"30145_1993",0.146590757455772,10838
"30046_1993",0.359833855202337,14008
"30059_1993",-0.167034322781613,13568
"30120_1993",0.497319872893397,11565
"30178_1993",-0.223546354523959,15464
"30024_1993",0.657339693351895,11317
"30082_1993",NA,13013
"30063_1993",1.23029996872011,15157
"30209_1993",NA,NA
"30203_1993",1.91966895382085,11555
"30168_1993",1.73607451430415,10267
"30167_1993",0.639241537586216,13087
"30202_1993",2.18013563820506,11193
"30057_1993",1.11358694393205,11816
"30152_1993",0.344420526224835,13859
"30154_1993",1.05777993685978,14071
"30055_1993",1.19443815281434,13514
"30078_1993",1.55625619770508,12791
"30076_1993",2.28918707139933,12496
"30197_1993",0.462898974021296,13043
"30200_1993",0.446458406077204,11651
"30029_1993",1.61425226973788,9923
"30212_1993",NA,NA
"30054_1993",NA,12259
"30103_1993",1.99821724905949,8803
"30052_1993",-0.121994406580208,10777
"30035_1993",1.05435386022369,11258
"30194_1993",0.163970625203297,7027
"30150_1993",0.632317771798553,11573
"30110_1993",2.80411991778138,7164
"30180_1993",1.76361512159555,10486
"30079_1993",0.93246020700263,8867
"30177_1993",0.988091994230969,8002
"30090_1993",0.265279109030076,9152
"30199_1993",1.15879747755887,7462
"30170_1993",2.30799033981795,8062
"30020_1993",2.15756280708436,6685
"30114_1993",-0.0457780463169537,9840
"30036_1993",0.271124776750161,6085
"30008_1993",1.47176061606307,8643
"30166_1993",0.338820573436165,7932
"30001_1993",0.368198695413438,6748
"30037_1993",1.89505966142863,6137
"30165_1993",1.01278296515131,6840
"30136_1993",-0.358708352456143,4515
"30012_1993",-0.134423238162548,7438
"30184_1993",1.97637940804711,5247
"30198_1993",1.74850649976492,7220
"30074_1993",-0.506923117436694,5231
"30153_1993",0.0698679369204516,7011
"30186_1993",-0.0264664424184526,5749
"30056_1993",1.90927532235957,6427
"30162_1993",1.0215686212764,5054
"30019_1993",2.26062854503618,4747
"30007_1993",0.447973802936158,5502
"30042_1993",0.344496505602932,6070
"30084_1993",0.448591158349932,6262
"30139_1993",-0.329446277959126,6250
"30137_1993",2.12719771632258,3482
"30156_1993",0.985655828203599,4273
"30119_1993",-0.302661777423696,5441
"30187_1993",0.885478202381259,4378
"30163_1993",0.60886387858481,5344
"30195_1993",1.81169549494263,4033
"30005_1993",0.677817587852794,4837
"30171_1993",1.52707798824474,4007
"30185_1993",0.327802406008851,3150
"30088_1993",NA,4350
"30176_1993",-0.119692522307813,4586
"30106_1993",0.148014656583516,3496
"30113_1993",0.755121777011807,3507
"30017_1993",-0.354754105592414,3829
"30179_1993",NA,3008
"30064_1993",1.85841333550276,3048
"30146_1993",0.724322096456684,2708
"30002_1993",-0.566470632822141,2618
"30098_1993",1.1291510202309,1850
"30140_1993",0.905922072300497,1785
"30107_1993",1.36316967237279,2318
"30041_1993",1.05474930241825,1673
"30190_1993",-0.320373606996727,2185
"30018_1993",1.54694533310758,1558
"30096_1993",-0.19239527014662,1636
"31050_1993",-1.51350724919557,610860
"31041_1993",-0.510395961787223,29344
"31102_1993",-0.227118680025343,48341
"31096_1993",0.121889582415318,58587
"31059_1993",-1.42900632529253,41348
"31101_1993",-0.665407801802905,43142
"31079_1993",NA,31097
"31089_1993",-0.538936010946955,29182
"31019_1993",1.20325560217717,19842
"31052_1993",NA,27331
"31038_1993",0.0770631899289821,23217
"31056_1993",-0.0812592406302691,23029
"31040_1993",0.155824571973623,22923
"31058_1993",0.127835674814485,20337
"31048_1993",0.235854304191333,17987
"31033_1993",0.529031252444669,16068
"31093_1993",-0.27606040875393,14317
"31076_1993",0.552668909286303,13166
"31002_1993",0.202865625153792,11993
"31032_1993",0.354394072234528,11765
"31085_1993",0.796864488171281,10898
"31104_1993",0.796531098119739,11812
"31098_1993",NA,11734
"31053_1993",-0.32947120061781,11088
"31091_1993",0.145984287391866,8014
"31003_1993",NA,8176
"31013_1993",-0.396309473223014,6768
"31080_1993",0.227159816423398,7405
"31067_1993",NA,7499
"31069_1993",0.324546821997468,7664
"31006_1993",NA,7488
"31021_1993",0.901535019394839,5648
"31027_1993",-0.535504089852109,7496
"31011_1993",-0.523428240358834,4926
"31057_1993",-0.186589029182984,7267
"31036_1993",0.69998708597083,5786
"31090_1993",0.905473733904634,5159
"31007_1993",NA,5993
"31084_1993",0.379288217113668,6664
"31044_1993",0.49545052002265,4954
"31092_1993",0.977893071542801,4787
"31055_1993",0.311674310993125,4737
"31075_1993",0.600120601005234,4549
"31001_1993",0.338014820778836,5017
"31029_1993",-0.071776157767007,5444
"31034_1993",0.810345616589754,5314
"31035_1993",0.260851148813849,5442
"31004_1993",0.190762745626092,4971
"31047_1993",0.240495235172517,4468
"31042_1993",0.207447499480285,5167
"31095_1993",0.025318622220168,4536
"31025_1993",-0.111604378603272,3961
"31037_1993",0.36499951141616,4072
"31015_1993",0.560984463857206,3898
"31087_1993",0.611233677533168,3775
"31063_1993",0.254346885219893,4063
"31073_1993",1.62466914817505,2662
"31009_1993",0.0749297886661686,4869
"31062_1993",NA,3751
"31094_1993",0.622234285631989,3729
"31023_1993",-0.184113900390539,3826
"31017_1993",0.910351776576457,4001
"31020_1993",-0.0372135894504564,3273
"31022_1993",0.778996967663662,3119
"31008_1993",0.149843540811432,3922
"31039_1993",0.0532948150662827,2756
"31099_1993",0.591816296811903,2682
"31066_1993",0.219549467843993,3026
"31078_1993",0.429207731625724,3991
"31070_1993",-0.214677148972276,3518
"31012_1993",0,3599
"31074_1993",0.285057105476895,3727
"31030_1993",0.211316376271059,3492
"31082_1993",-0.411857927331995,3368
"31049_1993",0.945384301869507,2180
"31097_1993",0.575586771683286,3648
"31100_1993",0.111017280332185,2639
"31026_1993",0.132353078688634,3196
"31061_1993",-0.912514850016019,2754
"31103_1993",0.330800632651191,2824
"31024_1993",0.37252704567144,2680
"31051_1993",NA,2502
"31081_1993",0.913730295163974,2481
"31046_1993",0.433743344049591,2609
"31018_1993",0.251721639882785,2779
"31068_1993",NA,3047
"31043_1993",0.868112989886998,1822
